,Argonne_ID,DepMap_ID,RRID,cell_line_name,stripped_cell_line_name,CCLE_Name,Manual_edit
230,GDSC.MCF7,ACH-000019,CVCL_0031,MCF7,MCF7,MCF7_BREAST,
231,gCSI.MCF7,ACH-000019,CVCL_0031,MCF7,MCF7,MCF7_BREAST,
232,CTRP.MCF7,ACH-000019,CVCL_0031,MCF7,MCF7,MCF7_BREAST,
233,CCLE.MHHCALL2,ACH-000020,CVCL_1409,MHH-CALL-2,MHHCALL2,MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
234,GDSC.MHH-CALL-2,ACH-000020,CVCL_1409,MHH-CALL-2,MHHCALL2,MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
235,CCLE.NCIH1693,ACH-000021,CVCL_1488,NCI-H1693,NCIH1693,NCIH1693_LUNG,
236,GDSC.NCI-H1693,ACH-000021,CVCL_1488,NCI-H1693,NCIH1693,NCIH1693_LUNG,
237,CTRP.NCI-H1693,ACH-000021,CVCL_1488,NCI-H1693,NCIH1693,NCIH1693_LUNG,
238,CCLE.PATU8988S,ACH-000022,CVCL_1846,PA-TU-8988S,PATU8988S,PATU8988S_PANCREAS,
239,CTRP.PA-TU-8988S,ACH-000022,CVCL_1846,PA-TU-8988S,PATU8988S,PATU8988S_PANCREAS,
240,CCLE.PATU8988T,ACH-000023,CVCL_1847,PA-TU-8988T,PATU8988T,PATU8988T_PANCREAS,
241,GDSC.PA-TU-8988T,ACH-000023,CVCL_1847,PA-TU-8988T,PATU8988T,PATU8988T_PANCREAS,
242,CTRP.PA-TU-8988T,ACH-000023,CVCL_1847,PA-TU-8988T,PATU8988T,PATU8988T_PANCREAS,
243,CCLE.OPM2,ACH-000024,CVCL_1625,OPM-2,OPM2,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
244,GDSC.OPM-2,ACH-000024,CVCL_1625,OPM-2,OPM2,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
245,gCSI.OPM-2,ACH-000024,CVCL_1625,OPM-2,OPM2,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
246,CTRP.OPM-2,ACH-000024,CVCL_1625,OPM-2,OPM2,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
247,CCLE.CH157MN,ACH-000025,CVCL_5723,CH-157MN,CH157MN,CH157MN_CENTRAL_NERVOUS_SYSTEM,
248,CCLE.253JBV,ACH-000026,CVCL_7937,253J-BV,253JBV,253JBV_URINARY_TRACT,
249,CTRP.253J-BV,ACH-000026,CVCL_7937,253J-BV,253JBV,253JBV_URINARY_TRACT,
250,CCLE.GOS3,ACH-000027,CVCL_2050,GOS-3,GOS3,GOS3_CENTRAL_NERVOUS_SYSTEM,
251,CTRP.GOS-3,ACH-000027,CVCL_2050,GOS-3,GOS3,GOS3_CENTRAL_NERVOUS_SYSTEM,
252,CCLE.KPL1,ACH-000028,CVCL_2094,KPL-1,KPL1,KPL1_BREAST,
253,CTRP.KPL-1,ACH-000028,CVCL_2094,KPL-1,KPL1,KPL1_BREAST,
254,CCLE.HCC827GR5,ACH-000029,CVCL_V622,HCC-827-GR5,HCC827GR5,HCC827GR5_LUNG,
255,CCLE.PC14,ACH-000030,CVCL_1640,PC-14,PC14,PC14_LUNG,
256,GDSC.PC-14,ACH-000030,CVCL_1640,PC-14,PC14,PC14_LUNG,
257,CTRP.PC-14,ACH-000030,CVCL_1640,PC-14,PC14,PC14_LUNG,
258,CCLE.PANC0213,ACH-000031,CVCL_1634,Panc 02.13,PANC0213,PANC0213_PANCREAS,
259,CCLE.PLB-985-2,ACH-000034,CVCL_2162,,PLB985,PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Yes
260,CCLE.NCIH1650,ACH-000035,CVCL_1483,NCI-H1650,NCIH1650,NCIH1650_LUNG,
261,GDSC.NCI-H1650,ACH-000035,CVCL_1483,NCI-H1650,NCIH1650,NCIH1650_LUNG,
262,CTRP.NCI-H1650,ACH-000035,CVCL_1483,NCI-H1650,NCIH1650,NCIH1650_LUNG,
263,CCLE.U343,ACH-000036,CVCL_4773,U343,U343,U343_CENTRAL_NERVOUS_SYSTEM,
264,CCLE.S117,ACH-000037,CVCL_1674,S-117,S117,S117_THYROID,
265,GDSC.S-117,ACH-000037,CVCL_1674,S-117,S117,S117_THYROID,
266,gCSI.S-117,ACH-000037,CVCL_1674,S-117,S117,S117_THYROID,
267,CCLE.EHEB,ACH-000038,CVCL_1194,EHEB,EHEB,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
268,GDSC.EHEB,ACH-000038,CVCL_1194,EHEB,EHEB,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
269,CTRP.EHEB,ACH-000038,CVCL_1194,EHEB,EHEB,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
270,CCLE.SKNMC,ACH-000039,CVCL_0530,SK-N-MC,SKNMC,SKNMC_BONE,
271,CTRP.SK-N-MC,ACH-000039,CVCL_0530,SK-N-MC,SKNMC,SKNMC_BONE,
272,CCLE.U118MG,ACH-000040,CVCL_0633,U-118 MG,U118MG,U118MG_CENTRAL_NERVOUS_SYSTEM,
273,GDSC.U-118-MG,ACH-000040,CVCL_0633,U-118 MG,U118MG,U118MG_CENTRAL_NERVOUS_SYSTEM,
274,CTRP.U-118-MG,ACH-000040,CVCL_0633,U-118 MG,U118MG,U118MG_CENTRAL_NERVOUS_SYSTEM,
275,CCLE.RDES,ACH-000041,CVCL_2169,RD-ES,RDES,RDES_BONE,
276,GDSC.RD-ES,ACH-000041,CVCL_2169,RD-ES,RDES,RDES_BONE,
277,CTRP.RD-ES,ACH-000041,CVCL_2169,RD-ES,RDES,RDES_BONE,
278,CCLE.PANC0203,ACH-000042,CVCL_1633,Panc 02.03,PANC0203,PANC0203_PANCREAS,
279,GDSC.PANC-02-03,ACH-000042,CVCL_1633,Panc 02.03,PANC0203,PANC0203_PANCREAS,
280,gCSI.PANC-02-03,ACH-000042,CVCL_1633,Panc 02.03,PANC0203,PANC0203_PANCREAS,
281,CTRP.Panc-02-03,ACH-000042,CVCL_1633,Panc 02.03,PANC0203,PANC0203_PANCREAS,
282,CCLE.MDAMB134VI,ACH-000044,CVCL_0617,MDA-MB-134-VI,MDAMB134VI,MDAMB134VI_BREAST,
283,GDSC.MDA-MB-134-VI,ACH-000044,CVCL_0617,MDA-MB-134-VI,MDAMB134VI,MDAMB134VI_BREAST,
284,CCLE.MV411,ACH-000045,CVCL_0064,MV4;11,MV411,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
285,GDSC.MV-4-11,ACH-000045,CVCL_0064,MV4;11,MV411,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
286,gCSI.MV-4-11,ACH-000045,CVCL_0064,MV4;11,MV411,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
287,CTRP.MV-4-11,ACH-000045,CVCL_0064,MV4;11,MV411,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
288,NCI60.ACHN,ACH-000046,CVCL_1067,ACHN,ACHN,ACHN_KIDNEY,
289,CCLE.ACHN,ACH-000046,CVCL_1067,ACHN,ACHN,ACHN_KIDNEY,
290,GDSC.ACHN,ACH-000046,CVCL_1067,ACHN,ACHN,ACHN_KIDNEY,
291,gCSI.ACHN,ACH-000046,CVCL_1067,ACHN,ACHN,ACHN_KIDNEY,
292,CTRP.ACHN,ACH-000046,CVCL_1067,ACHN,ACHN,ACHN_KIDNEY,
293,CCLE.GCIY,ACH-000047,CVCL_1228,GCIY,GCIY,GCIY_STOMACH,
294,GDSC.GCIY,ACH-000047,CVCL_1228,GCIY,GCIY,GCIY_STOMACH,
295,CCLE.TOV112D,ACH-000048,CVCL_3612,TOV-112D,TOV112D,TOV112D_OVARY,
296,GDSC.TOV-112D,ACH-000048,CVCL_3612,TOV-112D,TOV112D,TOV112D_OVARY,
297,gCSI.TOV-112D,ACH-000048,CVCL_3612,TOV-112D,TOV112D,TOV112D_OVARY,
298,CTRP.TOV-112D,ACH-000048,CVCL_3612,TOV-112D,TOV112D,TOV112D_OVARY,
299,CCLE.NCIH929,ACH-000050,CVCL_1600,NCI-H929,NCIH929,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
300,GDSC.NCI-H929,ACH-000050,CVCL_1600,NCI-H929,NCIH929,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
301,CTRP.NCI-H929,ACH-000050,CVCL_1600,NCI-H929,NCIH929,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
302,CCLE.A673,ACH-000052,CVCL_0080,A-673,A673,A673_BONE,
303,GDSC.A673,ACH-000052,CVCL_0080,A-673,A673,A673_BONE,
304,gCSI.A673,ACH-000052,CVCL_0080,A-673,A673,A673_BONE,
305,CTRP.A673,ACH-000052,CVCL_0080,A-673,A673,A673_BONE,
306,CCLE.KARPAS299,ACH-000053,CVCL_1324,KARPAS-299,KARPAS299,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
307,GDSC.KARPAS-299,ACH-000053,CVCL_1324,KARPAS-299,KARPAS299,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
308,CTRP.KARPAS-299,ACH-000053,CVCL_1324,KARPAS-299,KARPAS299,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
309,CCLE.HT1080,ACH-000054,CVCL_0317,HT-1080,HT1080,HT1080_SOFT_TISSUE,
310,GDSC.HT-1080,ACH-000054,CVCL_0317,HT-1080,HT1080,HT1080_SOFT_TISSUE,
311,gCSI.HT-1080,ACH-000054,CVCL_0317,HT-1080,HT1080,HT1080_SOFT_TISSUE,
312,CTRP.HT-1080,ACH-000054,CVCL_0317,HT-1080,HT1080,HT1080_SOFT_TISSUE,
313,CCLE.D283MED,ACH-000055,CVCL_1155,D283 Med,D283MED,D283MED_CENTRAL_NERVOUS_SYSTEM,
314,GDSC.D-283MED,ACH-000055,CVCL_1155,D283 Med,D283MED,D283MED_CENTRAL_NERVOUS_SYSTEM,
315,CTRP.D-283MED,ACH-000055,CVCL_1155,D283 Med,D283MED,D283MED_CENTRAL_NERVOUS_SYSTEM,
316,CCLE.DOHH2,ACH-000056,CVCL_1179,DOHH-2,DOHH2,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
317,GDSC.DOHH-2,ACH-000056,CVCL_1179,DOHH-2,DOHH2,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
318,gCSI.DOHH-2,ACH-000056,CVCL_1179,DOHH-2,DOHH2,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
319,CTRP.DOHH-2,ACH-000056,CVCL_1179,DOHH-2,DOHH2,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
320,CCLE.OPM-1-2,ACH-000057,CVCL_5210,OPM-1,OPM1,OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Yes
321,CCLE.ML1,ACH-000058,CVCL_H525,ML-1,ML1,ML1_THYROID,
322,GDSC.ML-1,ACH-000058,CVCL_H525,ML-1,ML1,ML1_THYROID,
323,CTRP.ML-1,ACH-000058,CVCL_H525,ML-1,ML1,ML1_THYROID,
324,CCLE.SUPB15,ACH-000059,CVCL_0103,SUP-B15,SUPB15,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
325,GDSC.SUP-B15,ACH-000059,CVCL_0103,SUP-B15,SUPB15,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
326,CTRP.SUP-B15,ACH-000059,CVCL_0103,SUP-B15,SUPB15,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
327,CCLE.PANC1005,ACH-000060,CVCL_1639,Panc 10.05,PANC1005,PANC1005_PANCREAS,
328,GDSC.PANC-10-05,ACH-000060,CVCL_1639,Panc 10.05,PANC1005,PANC1005_PANCREAS,
329,gCSI.PANC-10-05,ACH-000060,CVCL_1639,Panc 10.05,PANC1005,PANC1005_PANCREAS,
330,CTRP.Panc-10-05,ACH-000060,CVCL_1639,Panc 10.05,PANC1005,PANC1005_PANCREAS,
331,CCLE.HH,ACH-000061,CVCL_1280,HH,HH,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
332,GDSC.HH,ACH-000061,CVCL_1280,HH,HH,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
333,CTRP.HH,ACH-000061,CVCL_1280,HH,HH,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
334,CCLE.RERFLCMS,ACH-000062,CVCL_1655,RERF-LC-MS,RERFLCMS,RERFLCMS_LUNG,
335,GDSC.RERF-LC-MS,ACH-000062,CVCL_1655,RERF-LC-MS,RERFLCMS,RERFLCMS_LUNG,
336,gCSI.RERF-LC-MS,ACH-000062,CVCL_1655,RERF-LC-MS,RERFLCMS,RERFLCMS_LUNG,
337,CTRP.RERF-LC-MS,ACH-000062,CVCL_1655,RERF-LC-MS,RERFLCMS,RERFLCMS_LUNG,
338,CCLE.HS616T,ACH-000063,CVCL_0825,,HS616T,HS616T_FIBROBLAST,
339,CCLE.OCIAML5,ACH-000065,CVCL_1620,OCI-AML5,OCIAML5,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
340,GDSC.OCI-AML5,ACH-000065,CVCL_1620,OCI-AML5,OCIAML5,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
341,gCSI.OCI-AML5,ACH-000065,CVCL_1620,OCI-AML5,OCIAML5,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
342,CTRP.OCI-AML5,ACH-000065,CVCL_1620,OCI-AML5,OCIAML5,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
343,CCLE.HCC4006,ACH-000066,CVCL_1269,HCC4006,HCC4006,HCC4006_LUNG,
344,gCSI.HCC4006,ACH-000066,CVCL_1269,HCC4006,HCC4006,HCC4006_LUNG,
345,CTRP.HCC4006,ACH-000066,CVCL_1269,HCC4006,HCC4006,HCC4006_LUNG,
346,CCLE.HS683,ACH-000067,CVCL_0844,Hs 683,HS683,HS683_CENTRAL_NERVOUS_SYSTEM,
347,GDSC.Hs-683,ACH-000067,CVCL_0844,Hs 683,HS683,HS683_CENTRAL_NERVOUS_SYSTEM,
348,gCSI.HS-683,ACH-000067,CVCL_0844,Hs 683,HS683,HS683_CENTRAL_NERVOUS_SYSTEM,
349,CTRP.Hs-683,ACH-000067,CVCL_0844,Hs 683,HS683,HS683_CENTRAL_NERVOUS_SYSTEM,
350,CCLE.HS611T,ACH-000069,CVCL_0823,Hs 611.T,HS611T,HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
351,CTRP.Hs-611-T,ACH-000069,CVCL_0823,Hs 611.T,HS611T,HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
352,CCLE.697,ACH-000070,CVCL_0079,697,697,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
353,GDSC.697,ACH-000070,CVCL_0079,697,697,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
354,CTRP.697,ACH-000070,CVCL_0079,697,697,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
355,CCLE.MEG01,ACH-000072,CVCL_0425,MEG-01,MEG01,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
356,GDSC.MEG-01,ACH-000072,CVCL_0425,MEG-01,MEG01,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
357,CCLE.GRANTA519,ACH-000073,CVCL_1818,GRANTA-519,GRANTA519,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
358,GDSC.GRANTA-519,ACH-000073,CVCL_1818,GRANTA-519,GRANTA519,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
359,gCSI.GRANTA-519,ACH-000073,CVCL_1818,GRANTA-519,GRANTA519,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
360,CTRP.GRANTA-519,ACH-000073,CVCL_1818,GRANTA-519,GRANTA519,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
361,CCLE.KU812,ACH-000074,CVCL_0379,KU812,KU812,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
362,GDSC.KU812,ACH-000074,CVCL_0379,KU812,KU812,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
363,gCSI.KU812,ACH-000074,CVCL_0379,KU812,KU812,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
364,CTRP.KU812,ACH-000074,CVCL_0379,KU812,KU812,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
365,CCLE.U87MG,ACH-000075,CVCL_0022,U-87 MG,U87MG,U87MG_CENTRAL_NERVOUS_SYSTEM,
366,GDSC.U-87-MG,ACH-000075,CVCL_0022,U-87 MG,U87MG,U87MG_CENTRAL_NERVOUS_SYSTEM,
367,gCSI.U-87-MG,ACH-000075,CVCL_0022,U-87 MG,U87MG,U87MG_CENTRAL_NERVOUS_SYSTEM,
368,CTRP.U-87-MG,ACH-000075,CVCL_0022,U-87 MG,U87MG,U87MG_CENTRAL_NERVOUS_SYSTEM,
369,CCLE.MHHNB11,ACH-000078,CVCL_1412,MHH-NB-11,MHHNB11,MHHNB11_AUTONOMIC_GANGLIA,
370,GDSC.MHH-NB-11,ACH-000078,CVCL_1412,MHH-NB-11,MHHNB11,MHHNB11_AUTONOMIC_GANGLIA,
371,CTRP.MHH-NB-11,ACH-000078,CVCL_1412,MHH-NB-11,MHHNB11,MHHNB11_AUTONOMIC_GANGLIA,
372,CCLE.BDCM,ACH-000080,CVCL_4613,BDCM,BDCM,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
373,CTRP.BDCM,ACH-000080,CVCL_4613,BDCM,BDCM,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
374,CCLE.GDM1,ACH-000081,CVCL_1230,GDM-1,GDM1,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
375,GDSC.GDM-1,ACH-000081,CVCL_1230,GDM-1,GDM1,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
376,CTRP.GDM-1,ACH-000081,CVCL_1230,GDM-1,GDM1,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
377,CCLE.G292CLONEA141B1,ACH-000082,CVCL_2909,"G-292, clone A141B1",G292CLONEA141B1,G292CLONEA141B1_BONE,
378,GDSC.G-292-Clone-A141B1,ACH-000082,CVCL_2909,"G-292, clone A141B1",G292CLONEA141B1,G292CLONEA141B1_BONE,
379,CTRP.G-292-clone-A141B1,ACH-000082,CVCL_2909,"G-292, clone A141B1",G292CLONEA141B1,G292CLONEA141B1_BONE,
380,CCLE.HS281T,ACH-000083,CVCL_0715,Hs 281.T,HS281T,HS281T_FIBROBLAST,
381,CCLE.T3M4,ACH-000085,CVCL_4056,T3M-4,T3M4,T3M4_PANCREAS,
382,CCLE.ACCMESO1,ACH-000086,CVCL_5113,ACC-MESO-1,ACCMESO1,ACCMESO1_PLEURA,
383,CTRP.ACC-MESO-1,ACH-000086,CVCL_5113,ACC-MESO-1,ACCMESO1,ACCMESO1_PLEURA,
384,CCLE.SKES1,ACH-000087,CVCL_0627,SK-ES-1,SKES1,SKES1_BONE,
385,GDSC.SK-ES-1,ACH-000087,CVCL_0627,SK-ES-1,SKES1,SKES1_BONE,
386,CTRP.SK-ES-1,ACH-000087,CVCL_0627,SK-ES-1,SKES1,SKES1_BONE,
387,CCLE.HS172T,ACH-000088,CVCL_0660,,HS172T,HS172T_FIBROBLAST,
388,NCI60.PC-3,ACH-000090,CVCL_0035,PC-3,PC3,PC3_PROSTATE,
389,CCLE.PC3,ACH-000090,CVCL_0035,PC-3,PC3,PC3_PROSTATE,
390,GDSC.PC-3,ACH-000090,CVCL_0035,PC-3,PC3,PC3_PROSTATE,
391,gCSI.PC-3,ACH-000090,CVCL_0035,PC-3,PC3,PC3_PROSTATE,
392,CTRP.PC-3,ACH-000090,CVCL_0035,PC-3,PC3,PC3_PROSTATE,
393,CCLE.OV56,ACH-000091,CVCL_2673,OV56,OV56,OV56_OVARY,
394,GDSC.OV-56,ACH-000091,CVCL_2673,OV56,OV56,OV56_OVARY,
395,CTRP.OV56,ACH-000091,CVCL_2673,OV56,OV56,OV56_OVARY,
396,CCLE.NCIH2452,ACH-000092,CVCL_1553,NCI-H2452,NCIH2452,NCIH2452_PLEURA,
397,GDSC.NCI-H2452,ACH-000092,CVCL_1553,NCI-H2452,NCIH2452,NCIH2452_PLEURA,
398,gCSI.NCI-H2452,ACH-000092,CVCL_1553,NCI-H2452,NCIH2452,NCIH2452_PLEURA,
399,CTRP.NCI-H2452,ACH-000092,CVCL_1553,NCI-H2452,NCIH2452,NCIH2452_PLEURA,
400,CCLE.HPAFII,ACH-000094,CVCL_0313,HPAF-II,HPAFII,HPAFII_PANCREAS,
401,GDSC.HPAF-II,ACH-000094,CVCL_0313,HPAF-II,HPAFII,HPAFII_PANCREAS,
402,gCSI.HPAF-II,ACH-000094,CVCL_0313,HPAF-II,HPAFII,HPAFII_PANCREAS,
403,CTRP.HPAF-II,ACH-000094,CVCL_0313,HPAF-II,HPAFII,HPAFII_PANCREAS,
404,CCLE.D341MED,ACH-000095,CVCL_0018,D341,D341,D341MED_CENTRAL_NERVOUS_SYSTEM,
405,CCLE.G401,ACH-000096,CVCL_0270,G-401,G401,G401_SOFT_TISSUE,
406,GDSC.G-401,ACH-000096,CVCL_0270,G-401,G401,G401_SOFT_TISSUE,
407,gCSI.G-401,ACH-000096,CVCL_0270,G-401,G401,G401_SOFT_TISSUE,
408,CTRP.G-401,ACH-000096,CVCL_0270,G-401,G401,G401_SOFT_TISSUE,
409,CCLE.ZR751,ACH-000097,CVCL_0588,ZR-75-1,ZR751,ZR751_BREAST,
410,CTRP.ZR-75-1,ACH-000097,CVCL_0588,ZR-75-1,ZR751,ZR751_BREAST,
411,CCLE.GAMG,ACH-000098,CVCL_1226,GAMG,GAMG,GAMG_CENTRAL_NERVOUS_SYSTEM,
412,GDSC.GAMG,ACH-000098,CVCL_1226,GAMG,GAMG,GAMG_CENTRAL_NERVOUS_SYSTEM,
413,CTRP.GAMG,ACH-000098,CVCL_1226,GAMG,GAMG,GAMG_CENTRAL_NERVOUS_SYSTEM,
414,CCLE.SIMA,ACH-000099,CVCL_1695,SIMA,SIMA,SIMA_AUTONOMIC_GANGLIA,
415,GDSC.SIMA,ACH-000099,CVCL_1695,SIMA,SIMA,SIMA_AUTONOMIC_GANGLIA,
416,gCSI.SIMA,ACH-000099,CVCL_1695,SIMA,SIMA,SIMA_AUTONOMIC_GANGLIA,
417,CTRP.SIMA,ACH-000099,CVCL_1695,SIMA,SIMA,SIMA_AUTONOMIC_GANGLIA,
418,CCLE.RH41,ACH-000100,CVCL_2176,RH-41,RH41,RH41_SOFT_TISSUE,
419,GDSC.RH-41,ACH-000100,CVCL_2176,RH-41,RH41,RH41_SOFT_TISSUE,
420,CTRP.RH-41,ACH-000100,CVCL_2176,RH-41,RH41,RH41_SOFT_TISSUE,
421,CCLE.KE37,ACH-000101,CVCL_1327,KE-37,KE37,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
422,GDSC.KE-37,ACH-000101,CVCL_1327,KE-37,KE37,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
423,CTRP.KE-37,ACH-000101,CVCL_1327,KE-37,KE37,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
424,CCLE.GMS10,ACH-000102,CVCL_1233,GMS-10,GMS10,GMS10_CENTRAL_NERVOUS_SYSTEM,
425,GDSC.GMS-10,ACH-000102,CVCL_1233,GMS-10,GMS10,GMS10_CENTRAL_NERVOUS_SYSTEM,
426,CTRP.GMS-10,ACH-000102,CVCL_1233,GMS-10,GMS10,GMS10_CENTRAL_NERVOUS_SYSTEM,
427,CCLE.CAOV4,ACH-000103,CVCL_0202,Caov-4,CAOV4,CAOV4_OVARY,
428,GDSC.Caov-4,ACH-000103,CVCL_0202,Caov-4,CAOV4,CAOV4_OVARY,
429,CCLE.LOUCY,ACH-000104,CVCL_1380,Loucy,LOUCY,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
430,GDSC.LOUCY,ACH-000104,CVCL_1380,Loucy,LOUCY,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
431,CCLE.ALLSIL,ACH-000105,CVCL_1805,ALL-SIL,ALLSIL,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
432,GDSC.ALL-SIL,ACH-000105,CVCL_1805,ALL-SIL,ALLSIL,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
433,CTRP.ALL-SIL,ACH-000105,CVCL_1805,ALL-SIL,ALLSIL,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
434,CCLE.JVM2,ACH-000106,CVCL_1319,JVM-2,JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
435,GDSC.JVM-2,ACH-000106,CVCL_1319,JVM-2,JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
436,CTRP.JVM-2,ACH-000106,CVCL_1319,JVM-2,JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
437,CCLE.CAPAN2,ACH-000107,CVCL_0026,Capan-2,CAPAN2,CAPAN2_PANCREAS,
438,GDSC.Capan-2,ACH-000107,CVCL_0026,Capan-2,CAPAN2,CAPAN2_PANCREAS,
439,gCSI.CAPAN-2,ACH-000107,CVCL_0026,Capan-2,CAPAN2,CAPAN2_PANCREAS,
440,CTRP.Capan-2,ACH-000107,CVCL_0026,Capan-2,CAPAN2,CAPAN2_PANCREAS,
441,CCLE.KP3,ACH-000108,CVCL_3005,KP-3,KP3,KP3_PANCREAS,
442,GDSC.KP-3,ACH-000108,CVCL_3005,KP-3,KP3,KP3_PANCREAS,
443,gCSI.KP-3,ACH-000108,CVCL_3005,KP-3,KP3,KP3_PANCREAS,
444,CTRP.KP-3,ACH-000108,CVCL_3005,KP-3,KP3,KP3_PANCREAS,
445,CCLE.NCIH3255,ACH-000109,CVCL_6831,NCI-H3255,NCIH3255,NCIH3255_LUNG,
446,CCLE.HCC1187,ACH-000111,CVCL_1247,HCC1187,HCC1187,HCC1187_BREAST,
447,GDSC.HCC1187,ACH-000111,CVCL_1247,HCC1187,HCC1187,HCC1187_BREAST,
448,gCSI.HCC1187,ACH-000111,CVCL_1247,HCC1187,HCC1187,HCC1187_BREAST,
449,CCLE.SIGM5,ACH-000112,CVCL_1694,SIG-M5,SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
450,GDSC.SIG-M5,ACH-000112,CVCL_1694,SIG-M5,SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
451,CTRP.SIG-M5,ACH-000112,CVCL_1694,SIG-M5,SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
452,CCLE.OCIAML2,ACH-000113,CVCL_1619,OCI-AML2,OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
453,GDSC.OCI-AML2,ACH-000113,CVCL_1619,OCI-AML2,OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
